,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,padrao_mudanca,tipo_mudanca,perspectiva,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
310,time_series_strategy,cramersv_frequency,"[8, 13, 18, 23, 28, 33, 40]","[20, 40]",0.29,7.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
311,threshold_strategy,cramersv_frequency,[40],"[20, 40]",0.0,,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
312,time_series_strategy,cpd_average_time_delta,"[11, 18, 25, 40]","[20, 40]",0.5,5.33,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
313,time_series_strategy,cpd_time_std_delta,"[10, 23, 40]","[20, 40]",0.67,6.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
314,threshold_strategy,gtest_frequency,[40],"[20, 40]",0.0,,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
315,time_series_strategy,cpd_frequency_delta,"[24, 30, 42]","[21, 42]",0.67,6.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
316,time_series_strategy,cpd_prob_freq_delta,"[23, 42]","[21, 42]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
317,time_series_strategy,cramersv_frequency,"[23, 42]","[21, 42]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
318,threshold_strategy,cramersv_frequency,"[21, 42]","[21, 42]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
319,time_series_strategy,cpd_average_time_delta,"[20, 25, 42]","[21, 42]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
320,time_series_strategy,cpd_time_std_delta,"[19, 24, 42]","[21, 42]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
321,threshold_strategy,gtest_frequency,"[22, 42]","[21, 42]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
322,time_series_strategy,cpd_frequency_delta,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
323,time_series_strategy,cpd_prob_freq_delta,"[23, 43]","[21, 43]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
324,time_series_strategy,cramersv_frequency,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
325,threshold_strategy,cramersv_frequency,"[19, 43]","[21, 43]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
326,time_series_strategy,cpd_average_time_delta,"[19, 24, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
327,time_series_strategy,cpd_time_std_delta,"[19, 24, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
328,threshold_strategy,gtest_frequency,"[19, 43]","[21, 43]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
329,time_series_strategy,cpd_frequency_delta,"[22, 41]","[20, 41]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
330,time_series_strategy,cpd_prob_freq_delta,"[23, 41]","[20, 41]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
331,time_series_strategy,cramersv_frequency,"[22, 41]","[20, 41]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
332,threshold_strategy,cramersv_frequency,"[19, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
333,time_series_strategy,cpd_average_time_delta,"[20, 25, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
334,time_series_strategy,cpd_time_std_delta,"[20, 25, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
335,threshold_strategy,gtest_frequency,"[19, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
336,time_series_strategy,cpd_frequency_delta,"[21, 26, 45]","[22, 45]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
337,time_series_strategy,cpd_prob_freq_delta,"[23, 45]","[22, 45]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
338,time_series_strategy,cramersv_frequency,"[22, 45]","[22, 45]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
339,threshold_strategy,cramersv_frequency,"[19, 45]","[22, 45]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
340,time_series_strategy,cpd_average_time_delta,"[20, 25, 45]","[22, 45]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
341,time_series_strategy,cpd_time_std_delta,"[20, 25, 45]","[22, 45]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
342,threshold_strategy,gtest_frequency,"[19, 45]","[22, 45]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
343,time_series_strategy,cpd_frequency_delta,"[23, 44, 50]","[25, 50]",0.67,10.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
344,time_series_strategy,cpd_prob_freq_delta,"[23, 50]","[25, 50]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
345,time_series_strategy,cramersv_frequency,"[23, 43, 50]","[25, 50]",0.67,10.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
346,threshold_strategy,cramersv_frequency,"[20, 50]","[25, 50]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
347,time_series_strategy,cpd_average_time_delta,"[20, 50]","[25, 50]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
348,time_series_strategy,cpd_time_std_delta,"[19, 45, 50]","[25, 50]",0.67,13.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
349,threshold_strategy,gtest_frequency,"[21, 50]","[25, 50]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
350,time_series_strategy,cpd_frequency_delta,"[20, 25, 53]","[26, 53]",0.67,3.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
351,time_series_strategy,cpd_prob_freq_delta,"[22, 53]","[26, 53]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
352,time_series_strategy,cramersv_frequency,"[19, 24, 53]","[26, 53]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
353,threshold_strategy,cramersv_frequency,"[18, 53]","[26, 53]",1.0,8.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
354,time_series_strategy,cpd_average_time_delta,"[19, 24, 53]","[26, 53]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
355,time_series_strategy,cpd_time_std_delta,"[19, 24, 53]","[26, 53]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
356,threshold_strategy,gtest_frequency,"[18, 53]","[26, 53]",1.0,8.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
357,time_series_strategy,cpd_frequency_delta,"[22, 40]","[20, 40]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
358,time_series_strategy,cpd_prob_freq_delta,"[23, 40]","[20, 40]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
359,time_series_strategy,cramersv_frequency,"[22, 40]","[20, 40]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
360,threshold_strategy,cramersv_frequency,"[19, 40]","[20, 40]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
361,time_series_strategy,cpd_average_time_delta,"[19, 24, 40]","[20, 40]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
362,time_series_strategy,cpd_time_std_delta,"[19, 24, 40]","[20, 40]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
363,threshold_strategy,gtest_frequency,"[20, 40]","[20, 40]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
364,time_series_strategy,cpd_frequency_delta,"[11, 23, 28, 43]","[21, 43]",0.5,6.33,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
365,time_series_strategy,cpd_prob_freq_delta,"[23, 43]","[21, 43]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
366,time_series_strategy,cramersv_frequency,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
367,threshold_strategy,cramersv_frequency,"[20, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
368,time_series_strategy,cpd_average_time_delta,"[20, 25, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
369,time_series_strategy,cpd_time_std_delta,"[20, 32, 43]","[21, 43]",0.67,6.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
370,threshold_strategy,gtest_frequency,"[21, 43]","[21, 43]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
371,time_series_strategy,cpd_frequency_delta,"[8, 22, 41]","[20, 41]",0.67,7.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
372,time_series_strategy,cpd_prob_freq_delta,"[23, 41]","[20, 41]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
373,time_series_strategy,cramersv_frequency,"[23, 41]","[20, 41]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
374,threshold_strategy,cramersv_frequency,"[20, 41]","[20, 41]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
375,time_series_strategy,cpd_average_time_delta,"[20, 25, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
376,time_series_strategy,cpd_time_std_delta,"[19, 24, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
377,threshold_strategy,gtest_frequency,"[21, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
378,time_series_strategy,cpd_frequency_delta,"[23, 41]","[20, 41]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
379,time_series_strategy,cpd_prob_freq_delta,"[23, 41]","[20, 41]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
380,time_series_strategy,cramersv_frequency,"[23, 41]","[20, 41]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
381,threshold_strategy,cramersv_frequency,"[20, 41]","[20, 41]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
382,time_series_strategy,cpd_average_time_delta,"[20, 25, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
383,time_series_strategy,cpd_time_std_delta,"[20, 25, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
384,threshold_strategy,gtest_frequency,"[21, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
385,time_series_strategy,cpd_frequency_delta,"[10, 18]","[9, 18]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
386,time_series_strategy,cpd_prob_freq_delta,"[11, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
387,time_series_strategy,cramersv_frequency,"[10, 18]","[9, 18]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
388,threshold_strategy,cramersv_frequency,"[7, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
389,time_series_strategy,cpd_average_time_delta,"[8, 13, 18]","[9, 18]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
390,time_series_strategy,cpd_time_std_delta,"[8, 13, 18]","[9, 18]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
391,threshold_strategy,gtest_frequency,"[7, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
392,time_series_strategy,cpd_frequency_delta,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
393,time_series_strategy,cpd_prob_freq_delta,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
394,time_series_strategy,cramersv_frequency,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
395,threshold_strategy,cramersv_frequency,"[8, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
396,time_series_strategy,cpd_average_time_delta,"[8, 13, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
397,time_series_strategy,cpd_time_std_delta,"[8, 13, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
398,threshold_strategy,gtest_frequency,"[8, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
399,time_series_strategy,cpd_frequency_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
400,time_series_strategy,cpd_prob_freq_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
401,time_series_strategy,cramersv_frequency,"[10, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
402,threshold_strategy,cramersv_frequency,"[8, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
403,time_series_strategy,cpd_average_time_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
404,time_series_strategy,cpd_time_std_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
405,threshold_strategy,gtest_frequency,"[8, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
406,time_series_strategy,cpd_frequency_delta,"[10, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
407,time_series_strategy,cpd_prob_freq_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
408,time_series_strategy,cramersv_frequency,"[10, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
409,threshold_strategy,cramersv_frequency,"[7, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
410,time_series_strategy,cpd_average_time_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
411,time_series_strategy,cpd_time_std_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
412,threshold_strategy,gtest_frequency,"[7, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
413,time_series_strategy,cpd_frequency_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
